"","Id","LotArea","Street","LotShape","LandContour","Utilities","Neighborhood","BldgType","HouseStyle","OverallQual","OverallCond","YearBuilt","RoofStyle","Foundation","TotalBsmtSF","Heating","CentralAir","Electrical","GrLivArea","FullBath","HalfBath","BedroomAbvGr","KitchenAbvGr","KitchenQual","TotRmsAbvGrd","Fireplaces","GarageType","GarageArea","MoSold","YrSold","SalePrice"
"701",701,14331,"Pave","Reg","Lvl","AllPub","Timber","1Fam","1Story",8,5,2002,"Hip","PConc",1800,"GasA","Y","SBrkr",1800,2,0,3,1,"Gd",7,1,"Attchd",765,5,2006,"1"
"702",702,9600,"Pave","Reg","Lvl","AllPub","NWAmes","1Fam","1Story",7,5,1969,"Hip","CBlock",1164,"GasA","Y","SBrkr",1164,1,1,3,1,"TA",6,0,"Attchd",528,7,2006,"0"
"703",703,12438,"Pave","IR1","Lvl","AllPub","StoneBr","1Fam","2Story",8,5,2006,"Hip","PConc",1234,"GasA","Y","SBrkr",2576,2,1,4,1,"Ex",10,1,"BuiltIn",666,7,2006,"1"
"704",704,7630,"Pave","Reg","Lvl","AllPub","OldTown","2fmCon","2Story",5,9,1900,"Gable","BrkTil",360,"GasA","Y","SBrkr",1812,2,0,4,2,"Gd",8,1,"Detchd",672,5,2010,"0"
"705",705,8400,"Pave","Reg","Lvl","AllPub","CollgCr","1Fam","1Story",7,5,2004,"Gable","PConc",1473,"GasA","Y","SBrkr",1484,2,0,3,1,"Gd",7,0,"Attchd",606,5,2010,"1"
"706",706,5600,"Pave","Reg","Lvl","AllPub","IDOTRR","2fmCon","2Story",4,5,1930,"Hip","Slab",0,"GasA","N","SBrkr",1092,2,0,3,2,"Fa",7,0,"None",0,7,2010,"0"
"707",707,115149,"Pave","IR2","Low","AllPub","ClearCr","1Fam","1Story",7,5,1971,"Gable","CBlock",1643,"GasA","Y","SBrkr",1824,2,0,2,1,"Gd",5,2,"Attchd",739,6,2007,"1"
"708",708,6240,"Pave","Reg","Lvl","AllPub","NridgHt","TwnhsE","1Story",8,5,2006,"Hip","PConc",1324,"GasA","Y","SBrkr",1324,2,0,2,1,"Gd",6,1,"Attchd",550,12,2009,"1"
"709",709,9018,"Pave","IR1","Lvl","AllPub","Gilbert","1Fam","2Story",7,5,2007,"Hip","PConc",728,"GasA","Y","SBrkr",1456,2,1,3,1,"Gd",8,1,"Attchd",400,7,2007,"0"
"710",710,7162,"Pave","IR1","Lvl","AllPub","Sawyer","1Fam","1Story",5,7,1966,"Gable","PConc",876,"GasA","Y","SBrkr",904,1,0,3,1,"TA",6,0,"Attchd",408,12,2008,"0"
"711",711,4130,"Pave","IR1","Lvl","AllPub","BrkSide","1Fam","1Story",3,6,1935,"Gable","CBlock",270,"GasA","Y","SBrkr",729,1,0,2,1,"TA",5,0,"None",0,7,2008,"0"
"712",712,8712,"Pave","Reg","HLS","AllPub","IDOTRR","1Fam","1.5Fin",4,7,1900,"Gable","Stone",859,"GasA","Y","SBrkr",1178,1,0,2,1,"TA",7,0,"Detchd",384,1,2010,"0"
"713",713,4671,"Pave","IR1","HLS","AllPub","StoneBr","TwnhsE","1Story",8,5,1988,"Gable","PConc",1228,"GasA","Y","SBrkr",1228,2,0,2,1,"Gd",5,1,"Attchd",472,10,2008,"1"
"714",714,9873,"Pave","Reg","Lvl","AllPub","BrkSide","2fmCon","1Story",4,5,1970,"Gable","CBlock",960,"GasW","N","SBrkr",960,1,0,3,1,"TA",6,0,"Detchd",576,5,2006,"0"
"715",715,13517,"Pave","IR1","Lvl","AllPub","Sawyer","1Fam","2Story",6,8,1976,"Gable","CBlock",725,"GasA","Y","SBrkr",1479,2,1,3,1,"Gd",6,0,"Attchd",475,3,2010,"0"
"716",716,10140,"Pave","Reg","Lvl","AllPub","NWAmes","1Fam","1Story",6,5,1974,"Hip","CBlock",1064,"GasA","Y","SBrkr",1350,2,0,3,1,"TA",7,1,"Attchd",478,8,2009,"0"
"717",717,10800,"Pave","Reg","Bnk","AllPub","OldTown","1Fam","2Story",7,8,1890,"Gable","BrkTil",718,"GasA","Y","SBrkr",2554,1,1,3,1,"TA",8,0,"Detchd",704,7,2007,"0"
"718",718,10000,"Pave","Reg","Lvl","AllPub","NWAmes","1Fam","1Story",5,6,1973,"Gable","CBlock",1176,"GasA","Y","SBrkr",1178,1,1,3,1,"Gd",5,1,"Attchd",439,11,2008,"0"
"719",719,10542,"Pave","Reg","Lvl","AllPub","NoRidge","1Fam","2Story",7,5,1993,"Hip","PConc",1311,"GasA","Y","SBrkr",2418,2,1,3,1,"Gd",9,1,"Attchd",983,8,2008,"1"
"720",720,9920,"Pave","IR1","Lvl","AllPub","CollgCr","1Fam","1Story",5,6,1969,"Gable","CBlock",971,"GasA","Y","SBrkr",971,1,1,3,1,"TA",5,1,"Attchd",300,5,2006,"0"
"721",721,6563,"Pave","IR1","Low","AllPub","StoneBr","1Fam","1Story",8,5,1985,"Gable","PConc",1742,"GasA","Y","SBrkr",1742,2,0,2,1,"Gd",5,1,"Attchd",564,12,2006,"1"
"722",722,4426,"Pave","Reg","Lvl","AllPub","CollgCr","TwnhsE","1Story",6,5,2004,"Gable","PConc",848,"GasA","Y","SBrkr",848,1,0,1,1,"Gd",3,0,"Attchd",420,5,2010,"0"
"723",723,8120,"Pave","Reg","Lvl","AllPub","NAmes","1Fam","1Story",4,7,1970,"Gable","CBlock",864,"GasA","Y","SBrkr",864,1,0,3,1,"TA",5,0,"Detchd",463,7,2009,"0"
"724",724,8172,"Pave","Reg","Lvl","AllPub","Edwards","1Fam","1.5Fin",4,6,1954,"Gable","PConc",941,"GasA","Y","SBrkr",1470,2,0,4,1,"TA",7,0,"Detchd",548,5,2008,"0"
"725",725,13286,"Pave","IR1","Lvl","AllPub","Edwards","1Fam","1Story",9,5,2007,"Hip","PConc",1698,"GasA","Y","SBrkr",1698,2,0,3,1,"Ex",8,1,"Attchd",768,2,2009,"1"
"726",726,6960,"Pave","Reg","Lvl","AllPub","NAmes","1Fam","1Story",4,6,1970,"Gable","CBlock",864,"GasA","Y","SBrkr",864,1,0,3,1,"Gd",5,0,"Detchd",660,11,2009,"0"
"727",727,21695,"Pave","IR1","Lvl","AllPub","Crawfor","1Fam","1Story",6,9,1988,"Hip","CBlock",880,"GasA","Y","SBrkr",1680,2,0,3,1,"Gd",5,1,"Attchd",540,12,2009,"1"
"728",728,7314,"Pave","Reg","Lvl","AllPub","CollgCr","1Fam","1Story",7,5,2007,"Gable","PConc",1232,"GasA","Y","SBrkr",1232,2,0,2,1,"Gd",6,0,"Attchd",632,2,2009,"1"
"729",729,11475,"Pave","Reg","Lvl","AllPub","NAmes","Duplex","1Story",5,5,1958,"Gable","CBlock",1584,"GasA","Y","SBrkr",1776,2,0,4,2,"TA",9,0,"Detchd",888,7,2009,"0"
"730",730,6240,"Pave","Reg","Lvl","AllPub","IDOTRR","1Fam","1.5Fin",4,5,1925,"Gable","CBlock",780,"GasA","Y","FuseA",1208,1,0,2,1,"TA",5,0,"Detchd",539,1,2009,"0"
"731",731,5389,"Pave","IR1","Lvl","AllPub","StoneBr","TwnhsE","1Story",8,5,1995,"Gable","PConc",1595,"GasA","Y","SBrkr",1616,2,0,2,1,"Gd",5,1,"Attchd",608,3,2010,"1"
"732",732,9590,"Pave","IR1","Lvl","AllPub","Timber","1Fam","SLvl",7,5,2003,"Gable","PConc",868,"GasA","Y","SBrkr",1146,2,0,3,1,"Gd",6,1,"Attchd",438,5,2007,"1"
"733",733,11404,"Pave","IR1","Lvl","AllPub","CollgCr","1Fam","2Story",7,5,1998,"Gable","PConc",1153,"GasA","Y","SBrkr",2031,2,1,3,1,"Gd",8,1,"Attchd",541,7,2008,"1"
"734",734,10000,"Pave","Reg","Lvl","AllPub","Sawyer","1Fam","1Story",5,6,1961,"Hip","CBlock",864,"GasA","Y","SBrkr",1144,1,0,3,1,"TA",6,1,"Attchd",264,3,2009,"0"
"735",735,8978,"Pave","IR1","Lvl","AllPub","Sawyer","1Fam","1Story",5,5,1968,"Gable","PConc",948,"GasA","Y","SBrkr",948,1,0,3,1,"TA",6,0,"Attchd",300,5,2007,"0"
"736",736,10800,"Pave","Reg","Lvl","AllPub","OldTown","1Fam","2.5Unf",7,7,1914,"Gable","BrkTil",880,"GasW","N","SBrkr",1768,1,1,2,1,"TA",6,2,"Detchd",320,10,2006,"0"
"737",737,8544,"Pave","Reg","Lvl","AllPub","NAmes","Duplex","1Story",3,4,1950,"Gable","CBlock",0,"GasA","N","FuseF",1040,2,0,2,2,"TA",6,0,"Detchd",400,7,2006,"0"
"738",738,10463,"Pave","IR1","HLS","AllPub","Gilbert","1Fam","2Story",8,5,2005,"Gable","PConc",893,"GasA","Y","SBrkr",1801,2,1,3,1,"Gd",8,1,"Attchd",800,6,2006,"1"
"739",739,10800,"Pave","Reg","Lvl","AllPub","Edwards","Duplex","1Story",5,5,1987,"Gable","CBlock",1200,"GasA","Y","SBrkr",1200,3,0,3,1,"TA",5,0,"None",0,3,2009,"0"
"740",740,9313,"Pave","IR1","Lvl","AllPub","CollgCr","1Fam","2Story",7,5,2004,"Gable","PConc",864,"GasA","Y","SBrkr",1728,2,1,3,1,"Gd",7,0,"Attchd",572,4,2009,"1"
"741",741,9600,"Pave","Reg","Lvl","AllPub","OldTown","1Fam","2Story",5,7,1910,"Gable","BrkTil",264,"GasA","Y","SBrkr",1432,2,0,2,1,"TA",7,0,"Detchd",360,5,2007,"0"
"742",742,6768,"Pave","IR1","Lvl","AllPub","Sawyer","1Fam","1Story",6,8,1961,"Hip","CBlock",912,"GasA","Y","SBrkr",912,1,0,3,1,"Gd",5,0,"Detchd",288,5,2008,"0"
"743",743,8450,"Pave","Reg","Lvl","AllPub","SawyerW","1Fam","1Story",7,5,2000,"Gable","PConc",1349,"GasA","Y","SBrkr",1349,2,0,3,1,"TA",6,0,"Attchd",539,12,2007,"0"
"744",744,12886,"Pave","IR1","Lvl","AllPub","Sawyer","1Fam","SLvl",5,6,1963,"Gable","CBlock",520,"GasA","Y","SBrkr",1464,2,0,3,1,"TA",6,1,"Attchd",480,10,2009,"0"
"745",745,5395,"Pave","IR1","HLS","AllPub","StoneBr","TwnhsE","1Story",8,5,1993,"Gable","PConc",1337,"GasA","Y","SBrkr",1337,2,0,2,1,"Gd",5,1,"Attchd",462,10,2008,"0"
"746",746,8963,"Pave","IR1","Lvl","AllPub","NWAmes","1Fam","2Story",8,9,1976,"Hip","CBlock",1142,"GasA","Y","SBrkr",2715,3,1,4,1,"Gd",11,2,"BuiltIn",831,7,2008,"1"
"747",747,8795,"Pave","IR1","Lvl","AllPub","Gilbert","1Fam","2Story",7,5,2000,"Gable","PConc",952,"GasA","Y","SBrkr",2256,2,1,4,1,"Gd",8,1,"BuiltIn",554,4,2009,"1"
"748",748,11700,"Pave","IR1","Lvl","AllPub","OldTown","1Fam","2Story",7,7,1880,"Mansard","Stone",1240,"GasW","N","SBrkr",2640,1,1,4,1,"Gd",8,1,"Detchd",864,5,2009,"1"
"749",749,10593,"Pave","IR1","Lvl","AllPub","NoRidge","1Fam","1Story",7,5,1996,"Hip","PConc",1720,"GasA","Y","SBrkr",1720,2,0,3,1,"Gd",7,1,"Attchd",527,3,2010,"1"
"750",750,8405,"Pave","Reg","Lvl","AllPub","Edwards","1Fam","1.5Fin",4,3,1945,"Gable","Slab",0,"Wall","N","FuseF",1529,2,0,4,1,"TA",9,0,"Detchd",240,4,2009,"0"
"751",751,8800,"Pave","Reg","Lvl","AllPub","OldTown","1Fam","1.5Fin",4,7,1910,"Gable","BrkTil",576,"GasA","Y","SBrkr",1140,1,0,3,1,"TA",7,0,"None",0,6,2010,"0"
"752",752,7750,"Pave","Reg","Lvl","AllPub","Gilbert","1Fam","2Story",7,5,2003,"Gable","PConc",660,"GasA","Y","SBrkr",1320,2,1,3,1,"Gd",6,0,"Attchd",400,8,2007,"0"
"753",753,9236,"Pave","IR1","Lvl","AllPub","CollgCr","1Fam","1Story",6,5,1997,"Gable","PConc",1479,"GasA","Y","SBrkr",1494,2,0,3,1,"Gd",6,0,"Attchd",576,7,2006,"1"
"754",754,10240,"Pave","Reg","Lvl","AllPub","NridgHt","1Fam","2Story",8,5,2005,"Gable","PConc",1030,"GasA","Y","SBrkr",2098,2,1,3,1,"Ex",8,1,"Attchd",878,3,2006,"1"
"755",755,7930,"Pave","Reg","Lvl","AllPub","NAmes","1Fam","1Story",6,8,1969,"Gable","CBlock",1026,"GasA","Y","SBrkr",1026,1,0,3,1,"Gd",5,0,"Detchd",440,7,2009,"0"
"756",756,3230,"Pave","Reg","Lvl","AllPub","Somerst","TwnhsE","2Story",6,5,1999,"Gable","PConc",729,"GasA","Y","SBrkr",1471,2,1,3,1,"TA",6,0,"Detchd",440,3,2009,"0"
"757",757,10769,"Pave","IR1","Lvl","AllPub","CollgCr","1Fam","2Story",8,5,2007,"Gable","PConc",866,"GasA","Y","SBrkr",1768,2,1,3,1,"Gd",7,0,"Attchd",578,4,2009,"1"
"758",758,11616,"Pave","IR1","Lvl","AllPub","Sawyer","1Fam","2Story",6,5,1978,"Hip","CBlock",672,"GasA","Y","SBrkr",1386,2,1,3,1,"TA",6,1,"Attchd",440,4,2010,"0"
"759",759,2280,"Pave","Reg","Lvl","AllPub","Somerst","Twnhs","2Story",7,5,1999,"Gable","PConc",744,"GasA","Y","SBrkr",1501,2,1,3,1,"TA",6,0,"Detchd",440,8,2008,"0"
"760",760,12257,"Pave","IR1","Lvl","AllPub","NoRidge","1Fam","2Story",8,5,1995,"Gable","PConc",1318,"GasA","Y","SBrkr",2531,2,1,4,1,"Gd",9,1,"Attchd",752,11,2007,"1"
"761",761,9100,"Pave","Reg","Lvl","AllPub","NAmes","1Fam","1Story",6,6,1959,"Hip","CBlock",864,"GasA","Y","SBrkr",864,1,0,2,1,"TA",5,0,"Detchd",300,10,2009,"0"
"762",762,6911,"Pave","Reg","Lvl","AllPub","BrkSide","1Fam","1Story",5,5,1924,"Gable","PConc",1145,"GasA","Y","SBrkr",1301,1,0,2,1,"Fa",5,0,"Detchd",440,10,2009,"0"
"763",763,8640,"Pave","Reg","Lvl","AllPub","Somerst","1Fam","2Story",7,5,2009,"Gable","PConc",756,"GasA","Y","SBrkr",1547,2,1,3,1,"Gd",7,0,"Attchd",614,6,2010,"1"
"764",764,9430,"Pave","Reg","Lvl","AllPub","NoRidge","1Fam","2Story",8,5,1999,"Gable","PConc",1252,"GasA","Y","SBrkr",2365,2,1,3,1,"Gd",8,1,"Attchd",856,7,2009,"1"
"765",765,9549,"Pave","IR1","Lvl","AllPub","Veenker","TwnhsE","1Story",8,5,1995,"Hip","PConc",1494,"GasA","Y","SBrkr",1494,1,1,2,1,"Ex",6,1,"Attchd",481,4,2006,"1"
"766",766,14587,"Pave","IR1","Lvl","AllPub","Somerst","1Fam","1Story",9,5,2008,"Gable","PConc",1498,"GasA","Y","SBrkr",1506,2,0,2,1,"Ex",6,1,"Attchd",592,8,2008,"1"
"767",767,10421,"Pave","Reg","Lvl","AllPub","NWAmes","1Fam","2Story",7,5,1988,"Gable","CBlock",980,"GasA","Y","SBrkr",1714,2,1,3,1,"TA",7,1,"Attchd",496,3,2010,"1"
"768",768,12508,"Pave","IR1","Lvl","AllPub","Mitchel","1Fam","1.5Fin",6,7,1940,"Gable","CBlock",983,"GasA","Y","SBrkr",1750,2,0,4,1,"TA",7,0,"Attchd",423,7,2008,"0"
"769",769,9100,"Pave","Reg","Lvl","AllPub","CollgCr","1Fam","1Story",7,5,2004,"Hip","PConc",1860,"GasA","Y","SBrkr",1836,2,0,3,1,"Gd",8,1,"Attchd",484,10,2006,"1"
"770",770,53504,"Pave","IR2","HLS","AllPub","StoneBr","1Fam","2Story",8,5,2003,"Hip","PConc",1650,"GasA","Y","SBrkr",3279,3,1,4,1,"Ex",12,1,"BuiltIn",841,6,2010,"1"
"771",771,7252,"Pave","IR1","Lvl","AllPub","Sawyer","1Fam","SFoyer",5,5,1982,"Hip","CBlock",858,"GasA","Y","SBrkr",858,1,0,2,1,"TA",5,0,"Detchd",576,4,2009,"0"
"772",772,8877,"Pave","Reg","Lvl","AllPub","Edwards","1Fam","1Story",4,5,1951,"Gable","CBlock",836,"GasA","Y","FuseF",1220,1,0,2,1,"TA",6,0,"Detchd",396,4,2006,"0"
"773",773,7819,"Pave","Reg","Lvl","AllPub","Edwards","1Fam","SLvl",6,5,1976,"Gable","CBlock",1029,"GasA","Y","SBrkr",1117,1,0,3,1,"TA",6,1,"Detchd",672,3,2010,"0"
"774",774,10150,"Pave","Reg","Lvl","AllPub","NAmes","1Fam","1Story",5,5,1958,"Gable","CBlock",912,"GasA","Y","FuseA",912,1,0,2,1,"TA",5,0,"Attchd",275,7,2007,"0"
"775",775,14226,"Pave","Reg","Lvl","AllPub","NridgHt","1Fam","1Story",8,5,2006,"Hip","PConc",1935,"GasA","Y","SBrkr",1973,2,0,3,1,"Gd",9,1,"Attchd",895,7,2007,"1"
"776",776,4500,"Pave","Reg","Lvl","AllPub","Mitchel","TwnhsE","1Story",6,5,1998,"Hip","PConc",1204,"GasA","Y","SBrkr",1204,2,0,2,1,"TA",5,0,"Attchd",412,6,2009,"0"
"777",777,11210,"Pave","IR1","Lvl","AllPub","CollgCr","1Fam","1Story",7,5,2005,"Gable","PConc",1614,"GasA","Y","SBrkr",1614,2,0,3,1,"Gd",7,0,"Attchd",865,7,2006,"1"
"778",778,13350,"Pave","IR1","Lvl","AllPub","Sawyer","1Fam","1Story",5,5,1974,"Hip","CBlock",864,"GasA","Y","SBrkr",894,1,0,3,1,"TA",5,1,"Attchd",440,6,2006,"0"
"779",779,8400,"Pave","Reg","Lvl","AllPub","SawyerW","Duplex","1Story",5,5,1977,"Gable","Slab",0,"GasA","Y","SBrkr",2020,2,0,4,2,"TA",10,2,"Detchd",630,10,2007,"0"
"780",780,10530,"Pave","Reg","Lvl","AllPub","Mitchel","Duplex","SFoyer",6,5,1977,"Gable","CBlock",975,"GasA","Y","SBrkr",1004,1,0,2,1,"TA",4,0,"Attchd",504,5,2006,"0"
"781",781,7875,"Pave","Reg","Lvl","AllPub","Gilbert","1Fam","1Story",7,5,1995,"Gable","PConc",1237,"GasA","Y","SBrkr",1253,2,0,3,1,"TA",6,1,"Attchd",402,6,2007,"0"
"782",782,7153,"Pave","Reg","Lvl","AllPub","SawyerW","1Fam","2Story",6,5,1992,"Gable","PConc",761,"GasA","Y","SBrkr",1603,2,1,3,1,"Gd",7,0,"Attchd",484,7,2006,"0"
"783",783,16285,"Pave","IR2","Lvl","AllPub","CollgCr","1Fam","1Story",7,5,2001,"Gable","PConc",1413,"GasA","Y","SBrkr",1430,2,0,3,1,"Gd",6,0,"Attchd",605,6,2009,"1"
"784",784,9101,"Pave","IR1","Lvl","AllPub","Mitchel","1Fam","SFoyer",5,6,1978,"Gable","PConc",1097,"GasA","Y","SBrkr",1110,1,0,1,1,"Gd",4,1,"Attchd",602,7,2009,"0"
"785",785,6300,"Pave","Reg","Lvl","AllPub","OldTown","1Fam","2.5Unf",6,6,1914,"Gable","CBlock",742,"GasA","Y","SBrkr",1484,2,0,3,1,"TA",9,1,"None",0,6,2008,"0"
"786",786,9790,"Pave","Reg","Lvl","AllPub","NWAmes","1Fam","1Story",6,5,1967,"Gable","CBlock",1372,"GasA","Y","SBrkr",1342,2,0,3,1,"TA",7,1,"Attchd",457,9,2009,"0"
"787",787,10800,"Pave","Reg","Lvl","AllPub","OldTown","1Fam","1.5Fin",5,6,1915,"Gable","PConc",686,"GasA","Y","SBrkr",1652,2,0,4,1,"TA",7,0,"Detchd",416,6,2010,"0"
"788",788,10142,"Pave","IR1","Lvl","AllPub","SawyerW","1Fam","2Story",7,5,2004,"Gable","PConc",956,"GasA","Y","SBrkr",2084,2,1,4,1,"Gd",8,0,"BuiltIn",618,1,2010,"1"
"789",789,6000,"Pave","Reg","Lvl","AllPub","OldTown","1Fam","1Story",4,7,1954,"Gable","CBlock",901,"GasA","Y","SBrkr",901,1,0,2,1,"TA",4,0,"Detchd",281,8,2008,"0"
"790",790,12205,"Pave","IR1","Low","AllPub","ClearCr","1Fam","2Story",6,8,1966,"Gable","CBlock",832,"GasA","Y","SBrkr",2087,2,1,5,1,"Gd",9,0,"Attchd",444,7,2007,"1"
"791",791,3182,"Pave","Reg","Lvl","AllPub","Blmngtn","TwnhsE","1Story",7,5,2005,"Gable","PConc",1145,"GasA","Y","SBrkr",1145,2,0,2,1,"Gd",5,1,"Attchd",397,9,2009,"0"
"792",792,11333,"Pave","IR1","Lvl","AllPub","Mitchel","1Fam","SLvl",6,5,1976,"Gable","PConc",1029,"GasA","Y","SBrkr",1062,1,0,3,1,"TA",5,2,"Attchd",539,5,2007,"0"
"793",793,9920,"Pave","IR1","Lvl","AllPub","NoRidge","1Fam","2Story",7,5,1996,"Gable","PConc",1117,"GasA","Y","SBrkr",2013,2,1,3,1,"TA",8,1,"Attchd",455,6,2007,"1"
"794",794,9158,"Pave","Reg","Lvl","AllPub","Somerst","1Fam","1Story",8,5,2007,"Gable","PConc",1496,"GasA","Y","SBrkr",1496,2,0,3,1,"Gd",7,0,"Attchd",474,6,2007,"1"
"795",795,10832,"Pave","IR1","Lvl","AllPub","Gilbert","1Fam","2Story",7,5,1994,"Gable","PConc",712,"GasA","Y","SBrkr",1895,2,1,3,1,"Gd",7,1,"Attchd",409,10,2008,"1"
"796",796,8400,"Pave","Reg","Lvl","AllPub","SawyerW","1Fam","2Story",6,6,1980,"Gable","CBlock",650,"GasA","Y","SBrkr",1564,2,1,3,1,"TA",7,1,"Attchd",476,4,2010,"0"
"797",797,8197,"Pave","Reg","Lvl","AllPub","Sawyer","1Fam","1Story",6,5,1977,"Gable","CBlock",660,"GasA","Y","SBrkr",1285,1,1,3,1,"TA",7,1,"Attchd",528,4,2007,"0"
"798",798,7677,"Pave","Reg","Lvl","AllPub","NAmes","1Fam","1Story",5,5,1953,"Gable","CBlock",773,"GasA","Y","SBrkr",773,1,0,2,1,"TA",4,0,"Attchd",240,4,2008,"0"
"799",799,13518,"Pave","Reg","Lvl","AllPub","NridgHt","1Fam","2Story",9,5,2008,"Hip","PConc",1926,"GasA","Y","SBrkr",3140,3,1,4,1,"Ex",11,2,"BuiltIn",820,7,2009,"1"
"800",800,7200,"Pave","Reg","Lvl","AllPub","SWISU","1Fam","1.5Fin",5,7,1937,"Gable","BrkTil",731,"GasA","Y","SBrkr",1768,1,1,3,1,"Gd",7,2,"Detchd",240,6,2007,"0"
"801",801,12798,"Pave","IR1","HLS","AllPub","ClearCr","1Fam","2Story",6,5,1997,"Gable","PConc",616,"GasA","Y","SBrkr",1688,2,1,4,1,"Gd",8,0,"Attchd",603,5,2008,"1"
"802",802,4800,"Pave","Reg","Lvl","AllPub","IDOTRR","1Fam","1Story",4,7,1916,"Gable","CBlock",1196,"GasA","Y","FuseA",1196,1,0,2,1,"TA",5,0,"Detchd",440,7,2007,"0"
"803",803,8199,"Pave","Reg","Lvl","AllPub","CollgCr","1Fam","2Story",7,5,2005,"Gable","PConc",728,"GasA","Y","SBrkr",1456,2,1,3,1,"Gd",7,1,"Attchd",410,10,2008,"1"
"804",804,13891,"Pave","Reg","Lvl","AllPub","NridgHt","1Fam","2Story",9,5,2008,"Hip","PConc",1734,"GasA","Y","SBrkr",2822,3,1,4,1,"Ex",12,1,"BuiltIn",1020,1,2009,"1"
"805",805,9000,"Pave","Reg","Lvl","AllPub","NAmes","1Fam","1Story",5,5,1954,"Gable","CBlock",936,"GasA","Y","SBrkr",1128,1,0,2,1,"TA",5,0,"Attchd",286,6,2006,"0"
"806",806,12274,"Pave","IR1","Lvl","AllPub","Somerst","1Fam","1Story",7,5,2008,"Gable","PConc",1417,"GasA","Y","SBrkr",1428,2,0,3,1,"Ex",6,0,"Attchd",554,7,2008,"1"
"807",807,9750,"Pave","Reg","Lvl","AllPub","NAmes","1Fam","SLvl",5,5,1967,"Gable","PConc",980,"GasA","Y","SBrkr",980,2,0,3,1,"TA",6,0,"Attchd",384,10,2006,"0"
"808",808,21384,"Pave","Reg","Lvl","AllPub","BrkSide","1Fam","2Story",5,6,1923,"Gable","CBlock",1324,"GasA","Y","SBrkr",1576,1,1,3,1,"Gd",6,1,"Attchd",528,5,2009,"1"
"809",809,13400,"Pave","Reg","Lvl","AllPub","NAmes","1Fam","SLvl",5,5,1966,"Gable","CBlock",1024,"GasA","Y","SBrkr",1086,1,0,3,1,"TA",6,1,"Attchd",484,6,2006,"0"
"810",810,8100,"Pave","Reg","Lvl","AllPub","OldTown","1Fam","2.5Unf",5,5,1898,"Hip","PConc",849,"GasA","N","FuseA",2138,2,0,2,3,"TA",11,0,"Detchd",360,11,2009,"0"
"811",811,10140,"Pave","Reg","Lvl","AllPub","NWAmes","1Fam","1Story",6,6,1974,"Hip","CBlock",1040,"GasA","Y","SBrkr",1309,1,1,3,1,"Gd",5,1,"Attchd",484,1,2006,"1"
"812",812,4438,"Pave","Reg","Lvl","AllPub","CollgCr","TwnhsE","1Story",6,5,2004,"Gable","PConc",848,"GasA","Y","SBrkr",848,1,0,1,1,"Gd",4,1,"Attchd",420,6,2008,"0"
"813",813,8712,"Grvl","Reg","Bnk","AllPub","IDOTRR","1Fam","1Story",5,5,1952,"Hip","CBlock",540,"GasA","N","FuseA",1044,1,0,2,1,"Fa",4,0,"Basment",504,6,2010,"0"
"814",814,9750,"Pave","Reg","Lvl","AllPub","NAmes","1Fam","1Story",6,6,1958,"Gable","CBlock",1442,"GasA","Y","SBrkr",1442,1,1,4,1,"TA",7,0,"Attchd",301,4,2007,"0"
"815",815,8248,"Pave","Reg","Lvl","AllPub","Edwards","1Fam","1.5Fin",5,7,1918,"Gable","BrkTil",686,"GasW","Y","SBrkr",1250,1,1,3,1,"Fa",7,0,"Detchd",280,7,2006,"0"
"816",816,12137,"Pave","IR2","Lvl","AllPub","CollgCr","1Fam","1Story",7,5,1998,"Gable","PConc",1649,"GasA","Y","SBrkr",1661,2,0,3,1,"Gd",6,0,"Attchd",598,5,2010,"1"
"817",817,11425,"Pave","IR1","Lvl","AllPub","NAmes","1Fam","1Story",5,6,1954,"Gable","CBlock",1008,"GasA","Y","SBrkr",1008,1,0,2,1,"TA",4,1,"Attchd",275,7,2006,"0"
"818",818,13265,"Pave","IR1","Lvl","AllPub","Mitchel","1Fam","1Story",8,5,2002,"Hip","PConc",1568,"GasA","Y","SBrkr",1689,2,0,3,1,"Gd",7,2,"Attchd",857,7,2008,"1"
"819",819,8816,"Pave","Reg","Lvl","AllPub","ClearCr","1Fam","SLvl",6,7,1971,"Gable","CBlock",1010,"GasA","Y","SBrkr",1052,1,0,3,1,"TA",6,0,"Attchd",440,6,2010,"0"
"820",820,6371,"Pave","IR1","Lvl","AllPub","NridgHt","TwnhsE","1Story",7,5,2009,"Gable","PConc",1358,"GasA","Y","SBrkr",1358,2,0,2,1,"Gd",6,1,"Attchd",484,6,2010,"1"
"821",821,7226,"Pave","IR1","Lvl","AllPub","CollgCr","1Fam","2Story",7,5,2003,"Gable","PConc",798,"GasA","Y","SBrkr",1640,2,1,3,1,"Gd",6,0,"Attchd",595,6,2008,"1"
"822",822,6000,"Pave","Reg","Bnk","AllPub","OldTown","2fmCon","1Story",4,4,1953,"Gable","CBlock",936,"GasA","N","SBrkr",936,1,0,2,1,"TA",4,0,"Detchd",576,2,2009,"0"
"823",823,12394,"Pave","IR1","Lvl","AllPub","Gilbert","1Fam","2Story",7,5,2003,"Gable","PConc",847,"GasA","Y","SBrkr",1733,2,1,3,1,"Gd",7,1,"BuiltIn",433,10,2007,"1"
